ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN115,Udon,Món Nhật,2,dashi,Nước dùng dashi,Dashi broth,nước dùng,đã pha/nấu,nuoc_dung,có,thành phần được liệt kê,,có,320,10,32,487.5,6.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),Dashi broth,https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Dashi loãng từ kombu/cá bào. Một tô/cốc nước dùng; với lẩu hiểu là lượng một người thực ăn.,2026-08-02
HN115,Udon,Món Nhật,3,xì dầu,Nước tương,Soy sauce,gia vị/nước chấm,dạng lỏng,nuoc_cham_gia_vi_long,có,thành phần được liệt kê,,có,15,53,8,487.5,1.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),Soy sauce,https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,"Nước tương thông dụng. Lượng nước chấm/gia vị lỏng thực ăn trong một suất, không phải toàn bộ bát chấm.",2026-08-02
HN115,Udon,Món Nhật,4,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,487.5,1.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN115,Udon,Món Nhật,5,thịt/hải sản,Thịt chín tổng hợp,"Cooked meat, generic",thịt,chín,dam_hai_san_hoac_hon_hop,có,lựa chọn mặc định,HN115-05,có,85,250,212.5,487.5,43.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Cooked meat, generic",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,thap,thap,"Tên chung; giá trị trung bình thịt nạc-mỡ vừa. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.",2026-08-02
HN115,Udon,Món Nhật,6,thịt/hải sản,Hải sản hỗn hợp chín,"Mixed seafood, cooked",hải sản,chín,dam_hai_san_hoac_hon_hop,có,lựa chọn thay thế,HN115-05,không,85,100,85,487.5,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Mixed seafood, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,thap,thap,"Trung bình tôm, mực và nhuyễn thể nạc. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.",2026-08-02
HN116,Yakitori,Món Nhật,1,thịt gà,Thịt gà chín,"Chicken meat, cooked",thịt gia cầm,"chín, thịt và da đại diện",dam_chinh,có,thành phần được liệt kê,,có,100,239,239,288.7,82.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Chicken meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Biến thiên theo phần cắt và da. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm.,2026-08-02
HN116,Yakitori,Món Nhật,2,hành boa-rô,Tỏi tây,"Leek, raw",rau củ,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,61,12.2,288.7,4.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Leek, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Phần thân trắng-xanh non. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.,2026-08-02
HN116,Yakitori,Món Nhật,3,sốt tare,Sốt tare,Tare sauce,nước sốt,cô đặc,sot_nuoc_cham,có,thành phần được liệt kê,,có,25,150,37.5,288.7,13,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),Tare sauce,https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,thap,thap,"Phụ thuộc xì dầu, mirin, đường và mỡ. Lượng sốt/nước chấm bám và được ăn trong một suất.",2026-08-02
HN116,Yakitori,Món Nhật,4,muối,Muối ăn,Table salt,gia vị khoáng,khô,gia_vi,có,thành phần được liệt kê,,có,2,0,0,288.7,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 02047,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"SALT,TABLE",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/must-try-food-in-hanoi; https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,"Khoáng chất, không cung cấp năng lượng. Lượng gia vị ước tính được ăn trong một suất. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.",2026-08-02
HN117,Lòng rán,Món nhậu đường phố,1,lòng lợn,Lòng lợn chín,"Pork intestines, cooked",nội tạng,chín,dam_noi_tang_bi,có,thành phần được liệt kê,,có,60,198,118.8,146.7,81,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Pork intestines, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Giá trị đại diện ruột lợn chín. Khối lượng nội tạng/bì chín trong một phần.,2026-08-02
HN117,Lòng rán,Món nhậu đường phố,2,dưa cải,Dưa cải muối,Pickled mustard greens,rau muối chua,lên men/ngâm muối,rau_muoi_chua,có,thành phần được liệt kê,,có,50,19,9.5,146.7,6.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Pickled mustard greens,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Không tính nước ngâm nhiều đường. Khẩu phần rau muối/chua dùng kèm hoặc nấu trong một suất.,2026-08-02
HN117,Lòng rán,Món nhậu đường phố,3,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,146.7,4.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN117,Lòng rán,Món nhậu đường phố,4,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,146.7,3.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN117,Lòng rán,Món nhậu đường phố,5,gia vị,Gia vị hỗn hợp khô,"Mixed spices, dry",gia vị,khô/xay,gia_vi_kho_hon_hop,có,thành phần được liệt kê,,có,3,250,7.5,146.7,5.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Mixed spices, dry",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,thap,thap,Tên chung; lượng dùng nhỏ và thành phần thay đổi. Tổng lượng gia vị khô/hỗn hợp cho một suất; chuỗi gạch chéo được coi là hỗn hợp chung.,2026-08-02
HN118,Ngan cháy tỏi,Món nhậu Hà Nội,1,ngan,Thịt ngan chín,"Muscovy duck meat, cooked",thịt gia cầm,"chín, có da đại diện",dam_chinh,có,thành phần được liệt kê,,có,100,300,300,452.3,66.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Muscovy duck meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,trung_binh,thap,Proxy vịt/ngan chín; bỏ da giảm kcal. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm.,2026-08-02
HN118,Ngan cháy tỏi,Món nhậu Hà Nội,2,tỏi,Tỏi tươi,"Garlic, raw",gia vị,tươi,gia_vi_tuoi,có,thành phần được liệt kê,,có,8,149,11.9,452.3,2.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 11215,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"GARLIC,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Tép tỏi ăn được. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.,2026-08-02
HN118,Ngan cháy tỏi,Món nhậu Hà Nội,3,dầu,Dầu thực vật,Vegetable oil,chất béo,dạng lỏng,chat_beo_hap_thu,có,thành phần được liệt kê,,có,15,884,132.6,452.3,29.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 04513,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"VEGETABLE OIL,PALM KERNEL",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,"Chỉ tính lượng thực tế dùng/hấp thụ. Lượng dầu ước tính còn lại/hấp thụ trong một suất, không phải toàn bộ dầu trong chảo. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.",2026-08-02
HN118,Ngan cháy tỏi,Món nhậu Hà Nội,4,nước mắm,Nước mắm,Fish sauce,gia vị/nước chấm,dạng lỏng,nuoc_cham_gia_vi_long,có,thành phần được liệt kê,,có,15,35,5.3,452.3,1.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fish sauce,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,"Loại nước mắm thông dụng. Lượng nước chấm/gia vị lỏng thực ăn trong một suất, không phải toàn bộ bát chấm.",2026-08-02
HN118,Ngan cháy tỏi,Món nhậu Hà Nội,5,tiêu,Hạt tiêu đen xay,"Black pepper, ground",gia vị,"khô, xay",gia_vi_kho_manh,có,thành phần được liệt kê,,có,1,251,2.5,452.3,0.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Black pepper, ground",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnamtourism.vn/en/index.php/services/restaurants/search/19,cao,thap,Lượng dùng mỗi suất rất nhỏ. Lượng gia vị khô quy đổi; nhiều loại chỉ chiết hương và không ăn phần xác.,2026-08-02
HN119,Bún vịt,Món nước,1,bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,564,35.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN119,Bún vịt,Món nước,2,vịt,Thịt vịt chín,"Duck meat, cooked",thịt gia cầm,"chín, có da",dam_chinh,có,thành phần được liệt kê,,có,100,337,337,564,59.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Duck meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Bỏ da sẽ giảm đáng kể kcal. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm.,2026-08-02
HN119,Bún vịt,Món nước,3,măng,Măng tươi chín,"Bamboo shoots, cooked",rau,luộc/chín,rau_cu,có,thành phần được liệt kê,,có,60,27,16.2,564,2.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Bamboo shoots, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Không tính măng khô. Khối lượng rau/củ chín hoặc sơ chế trong một suất.,2026-08-02
HN119,Bún vịt,Món nước,4,gừng,Gừng tươi,"Ginger root, raw",gia vị,"tươi, sống",gia_vi_tuoi,có,thành phần được liệt kê,,có,8,80,6.4,564,1.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 11216,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"GINGER ROOT,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Gừng củ tươi. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác. Khớp gần với bản ghi USDA SR28; điểm khớp 100%.,2026-08-02
HN119,Bún vịt,Món nước,5,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,564,1.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN120,Mì gà tần,Món nước đường phố,1,gà ác/gà ta,gà ác,"Silkie or free-range chicken, cooked",thịt gia cầm,chín,dam_chinh_co_xuong,có,lựa chọn mặc định,HN120-01,có,130,220,286,548.4,52.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Silkie or free-range chicken, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Trung bình phần thịt có da và không da. Tách từ cụm lựa chọn “gà ác/gà ta”; dùng giá trị đại diện gần nhất. Khối lượng phần ăn được sau khi bỏ xương; phù hợp món nguyên phần/con nhỏ. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN120,Mì gà tần,Món nước đường phố,2,gà ác/gà ta,gà ta,"Silkie or free-range chicken, cooked",thịt gia cầm,chín,dam_chinh_co_xuong,có,lựa chọn thay thế,HN120-01,không,130,220,286,548.4,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Silkie or free-range chicken, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Trung bình phần thịt có da và không da. Tách từ cụm lựa chọn “gà ác/gà ta”; dùng giá trị đại diện gần nhất. Khối lượng phần ăn được sau khi bỏ xương; phù hợp món nguyên phần/con nhỏ. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN120,Mì gà tần,Món nước đường phố,3,ngải cứu,Rau ngải cứu,Mugwort leaves,rau lá,tươi,rau_thom,có,thành phần được liệt kê,,có,15,43,6.5,548.4,1.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mugwort leaves,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Ước tính cho lá tươi ăn được. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN120,Mì gà tần,Món nước đường phố,4,thuốc bắc,Dược liệu khô nấu ăn,"Chinese medicinal herbs, dried",gia vị/dược liệu,"khô, thường không ăn hết",gia_vi_kho_hon_hop,có,thành phần được liệt kê,,có,3,250,7.5,548.4,1.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Chinese medicinal herbs, dried",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Hỗn hợp rất biến thiên; lượng dùng/ăn thực tế nhỏ. Tổng lượng gia vị khô/hỗn hợp cho một suất; chuỗi gạch chéo được coi là hỗn hợp chung.,2026-08-02
HN120,Mì gà tần,Món nước đường phố,5,mì trứng,Mì trứng chín,"Egg noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,138,248.4,548.4,45.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Egg noodles, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Không tính dầu/sốt. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
